id_client,recency,frequency,CA,R_score,F_score,M_score,RFM_score,Segment,CanalAcquisition,Recurrent,profit
C1084,161,1,353.21999999999997,1,1,2,4,À réactiver,Influenceur,0,123.86799999999998
C1086,54,3,931.1876,2,3,3,8,Fidèles,Instagram Ads,1,299.8036
C1087,85,1,1762.5825,1,1,3,5,À réactiver,Instagram Ads,0,606.8125000000001
C1088,171,1,100.3464,1,1,1,3,À réactiver,Instagram Ads,0,6.764400000000009
C1089,143,1,12.331199999999999,1,1,1,3,À réactiver,Google Ads,0,-6.296800000000001
C1090,64,3,633.8398,2,3,3,8,Fidèles,Instagram Ads,1,137.06580000000002
C1091,147,1,311.1856,1,1,2,4,À réactiver,Instagram Ads,0,89.71360000000003
C1092,112,1,133.152,1,1,1,3,À réactiver,Email,0,19.412
C1094,157,1,810.9042,1,1,3,5,À réactiver,Instagram Ads,0,268.04019999999997
C1095,15,4,1141.4850000000001,3,3,3,9,Fidèles,Influenceur,1,330.0230000000001
C1096,55,2,144.2373,2,2,1,5,À réactiver,Instagram Ads,1,15.681300000000004
C1097,89,2,862.7986999999999,1,2,3,6,À réactiver,Google Ads,1,308.3087
C1098,75,3,824.1616000000001,2,3,3,8,Fidèles,Google Ads,1,279.30960000000005
C1099,144,1,277.31160000000006,1,1,2,4,À réactiver,Instagram Ads,0,57.60560000000006
C1100,78,4,1417.518,2,3,3,8,Fidèles,Instagram Ads,1,377.82199999999995
C1101,48,2,1569.3878,2,2,3,7,À réactiver,Google Ads,1,558.2958
C1102,37,3,1333.3909999999998,2,3,3,8,Fidèles,Google Ads,1,457.071
C1103,10,3,892.7127,4,3,3,10,VIP,Instagram Ads,1,244.64870000000008
C1105,58,3,764.2231999999999,2,3,3,8,Fidèles,Email,1,256.3791999999999
C1106,76,5,2408.1403999999998,2,3,4,9,Fidèles,Google Ads,1,837.6823999999999
C1107,28,1,134.478,3,1,1,5,Occasionnels,Influenceur,0,33.33800000000001
C1108,43,5,3553.9242,2,3,4,9,Fidèles,Email,1,1036.5282000000002
C1109,58,6,1084.6709,2,4,3,9,Fidèles,Influenceur,1,189.59490000000002
C1111,132,1,139.19400000000002,1,1,1,3,À réactiver,Email,0,43.68200000000001
C1112,13,3,565.2345,3,3,2,8,Fidèles,Email,1,158.5144999999999
C1113,91,1,40.761,1,1,1,3,À réactiver,Google Ads,0,3.1670000000000034
C1115,33,1,295.2777,3,1,2,6,Occasionnels,Influenceur,0,96.3117
C1116,5,1,194.928,4,1,2,7,Occasionnels,Instagram Ads,0,28.792
C1117,41,5,3180.0846999999994,2,3,4,9,Fidèles,Email,1,1113.3206999999998
C1118,183,1,22.5719,1,1,1,3,À réactiver,Email,0,3.549899999999999
C1119,54,2,88.7045,2,2,1,5,À réactiver,Email,1,19.898500000000006
C1120,99,2,579.5364,1,2,2,5,À réactiver,Email,1,176.70439999999996
C1122,31,4,2861.6054,3,3,4,10,VIP,Google Ads,1,972.9834
C1123,10,1,20.6451,4,1,1,6,Occasionnels,Instagram Ads,0,-7.7029
C1125,4,1,174.632,4,1,2,7,Occasionnels,Instagram Ads,0,32.45200000000001
C1126,9,1,164.77679999999998,4,1,2,7,Occasionnels,Instagram Ads,0,11.36879999999999
C1128,116,3,133.834,1,3,1,5,Occasionnels,Instagram Ads,1,8.848000000000008
C1129,18,3,905.1206999999999,3,3,3,9,Fidèles,Instagram Ads,1,245.06869999999998
C1130,88,2,402.0298,1,2,2,5,À réactiver,Instagram Ads,1,82.23580000000005
C1131,9,2,269.954,4,2,2,8,Fidèles,Influenceur,1,39.180000000000014
C1132,52,1,136.5015,2,1,1,4,À réactiver,Google Ads,0,30.747499999999995
C1133,16,3,1542.9147,3,3,3,9,Fidèles,Influenceur,1,503.7747
C1134,70,5,2613.321,2,3,4,9,Fidèles,Influenceur,1,836.533
C1135,22,4,1523.9499999999998,3,3,3,9,Fidèles,Email,1,541.6759999999998
C1136,65,3,2709.0042,2,3,4,9,Fidèles,Google Ads,1,865.0482000000002
C1137,115,1,37.568000000000005,1,1,1,3,À réactiver,Instagram Ads,0,-12.857999999999993
C1138,81,1,393.8132,1,1,2,4,À réactiver,Instagram Ads,0,86.21719999999999
C1139,9,2,249.50039999999998,4,2,2,8,Fidèles,Google Ads,1,69.4384
C1140,124,1,33.0408,1,1,1,3,À réactiver,Instagram Ads,0,-12.495200000000004
C1142,25,3,785.2720999999999,3,3,3,9,Fidèles,Google Ads,1,254.3421
C1143,93,1,119.69699999999999,1,1,1,3,À réactiver,Email,0,28.334999999999997
C1144,97,1,292.1952,1,1,2,4,À réactiver,Instagram Ads,0,73.29119999999998
C1146,31,3,1482.2676000000001,3,3,3,9,Fidèles,Instagram Ads,1,448.06560000000013
C1147,183,1,396.5263,1,1,2,4,À réactiver,Email,0,141.51229999999998
C1148,122,1,447.50399999999996,1,1,2,4,À réactiver,Google Ads,0,155.56399999999996
C1149,149,1,51.4064,1,1,1,3,À réactiver,Google Ads,0,2.072400000000002
C1150,38,1,331.248,2,1,2,5,À réactiver,Google Ads,0,115.15799999999999
C1152,14,2,794.8989,3,2,3,8,Fidèles,Instagram Ads,1,127.27489999999997
C1153,71,2,97.56629999999998,2,2,1,5,À réactiver,Influenceur,1,-2.8097000000000136
C1154,35,2,87.8412,2,2,1,5,À réactiver,Instagram Ads,1,1.0991999999999997
C1156,42,3,1536.8211999999999,2,3,3,8,Fidèles,Influenceur,1,462.3972
C1157,4,2,382.7002,4,2,2,8,Fidèles,Instagram Ads,1,95.9262
C1158,173,1,1286.5800000000002,1,1,3,5,À réactiver,Instagram Ads,0,329.2400000000002
C1159,72,3,230.56000000000003,2,3,2,7,Occasionnels,Email,1,33.33600000000003
C1161,110,1,147.10060000000001,1,1,1,3,À réactiver,Instagram Ads,0,38.086600000000004
C1162,21,2,620.9594000000001,3,2,3,8,Fidèles,Google Ads,1,218.08940000000004
C1163,86,1,79.74560000000001,1,1,1,3,À réactiver,Google Ads,0,15.617600000000007
C1164,9,1,252.07649999999995,4,1,2,7,Occasionnels,Google Ads,0,81.90649999999998
C1165,88,2,81.8089,1,2,1,4,À réactiver,Instagram Ads,1,-20.585099999999994
C1166,56,3,904.5294999999999,2,3,3,8,Fidèles,Instagram Ads,1,285.7394999999999
C1167,129,1,63.488099999999996,1,1,1,3,À réactiver,Instagram Ads,0,-8.9039
C1168,128,1,81.0,1,1,1,3,À réactiver,Google Ads,0,14.079999999999998
C1169,155,2,468.16079999999994,1,2,2,5,À réactiver,Google Ads,1,148.05479999999997
C1170,5,4,2436.819,4,3,4,11,VIP,Google Ads,1,808.425
C1171,28,2,2027.5077,3,2,4,9,Fidèles,Instagram Ads,1,493.4037000000002
C1172,19,3,1596.4542000000001,3,3,3,9,Fidèles,Google Ads,1,453.65420000000006
C1173,40,1,738.3324,2,1,3,6,À réactiver,Instagram Ads,0,255.1164
C1175,4,3,432.6865,4,3,2,9,Fidèles,Instagram Ads,1,95.52650000000003
C1176,184,1,97.888,1,1,1,3,À réactiver,Instagram Ads,0,26.104000000000006
C1178,3,3,983.0618000000001,4,3,3,10,VIP,Email,1,277.15380000000005
C1180,12,1,60.1524,4,1,1,6,Occasionnels,Email,0,19.344399999999997
C1181,34,4,302.815,3,3,2,8,Fidèles,Email,1,69.45300000000002
C1183,21,3,513.15,3,3,2,8,Fidèles,Instagram Ads,1,132.03600000000003
C1184,123,3,2372.8232,1,3,4,8,Fidèles,Google Ads,1,837.9871999999999
C1185,70,3,180.29340000000002,2,3,2,7,Occasionnels,Influenceur,1,15.917400000000015
C1186,122,2,120.76709999999999,1,2,1,4,À réactiver,Influenceur,1,-13.698900000000004
C1187,5,4,1556.7937,4,3,3,10,VIP,Influenceur,1,482.69969999999995
C1188,35,2,168.71699999999998,2,2,2,6,À réactiver,Influenceur,1,23.799000000000003
C1189,29,2,274.6212,3,2,2,7,Occasionnels,Instagram Ads,1,49.2632
C1191,62,2,739.1106,2,2,3,7,À réactiver,Google Ads,1,235.23260000000005
C1192,175,1,942.0333999999999,1,1,3,5,À réactiver,Instagram Ads,0,247.82539999999997
C1195,38,2,207.6384,2,2,2,6,À réactiver,Instagram Ads,1,13.924399999999991
C1197,93,2,92.1228,1,2,1,4,À réactiver,Google Ads,1,6.360800000000004
C1198,76,1,673.5552,2,1,3,6,À réactiver,Email,0,241.77320000000003
C1199,26,3,1200.3039,3,3,3,9,Fidèles,Email,1,407.83190000000013
C1200,6,2,1182.771,4,2,3,9,Fidèles,Instagram Ads,1,420.81499999999994
C1201,13,3,914.217,3,3,3,9,Fidèles,Instagram Ads,1,203.60699999999997
C1202,85,1,48.987,1,1,1,3,À réactiver,Instagram Ads,0,1.2490000000000006
C1203,27,4,293.73350000000005,3,3,2,8,Fidèles,Influenceur,1,28.53550000000002
C1204,17,3,1176.3665999999998,3,3,3,9,Fidèles,Email,1,329.4246
C1205,35,3,697.2753,2,3,3,8,Fidèles,Instagram Ads,1,102.51930000000002
C1206,33,2,514.8374,3,2,2,7,Occasionnels,Google Ads,1,132.93740000000003
C1207,25,2,1123.0463999999997,3,2,3,8,Fidèles,Google Ads,1,397.9803999999999
C1208,48,1,114.741,2,1,1,4,À réactiver,Influenceur,0,19.28099999999999
C1209,22,5,988.987,3,3,3,9,Fidèles,Instagram Ads,1,195.555
C1210,3,1,197.71200000000002,4,1,2,7,Occasionnels,Email,0,57.624000000000024
C1211,51,1,53.8916,2,1,1,4,À réactiver,Google Ads,0,1.9355999999999973
C1213,14,2,390.8604,3,2,2,7,Occasionnels,Instagram Ads,1,91.92840000000004
C1214,1,1,76.8531,4,1,1,6,Occasionnels,Google Ads,0,15.015099999999993
C1215,70,3,264.1564,2,3,2,7,Occasionnels,Email,1,23.300400000000025
C1216,58,1,184.2588,2,1,2,5,À réactiver,Google Ads,0,58.57680000000001
C1217,82,1,74.84400000000001,1,1,1,3,À réactiver,Google Ads,0,5.504000000000005
C1218,15,2,641.4656,3,2,3,8,Fidèles,Google Ads,1,203.02560000000005
C1219,49,2,178.8915,2,2,2,6,À réactiver,Instagram Ads,1,36.647499999999994
C1220,75,6,733.2510000000001,2,4,3,9,Fidèles,Email,1,174.00900000000001
C1221,15,4,1236.9787,3,3,3,9,Fidèles,Google Ads,1,422.5227000000001
C1223,181,1,44.7963,1,1,1,3,À réactiver,Instagram Ads,0,-5.737699999999997
C1224,39,2,482.5248,2,2,2,6,À réactiver,Google Ads,1,139.16680000000008
C1225,158,1,37.9566,1,1,1,3,À réactiver,Email,0,-4.699399999999999
C1226,8,3,253.36090000000002,4,3,2,9,Fidèles,Instagram Ads,1,32.448900000000016
C1228,31,2,269.5686,3,2,2,7,Occasionnels,Instagram Ads,1,42.18860000000002
C1229,59,2,1025.778,2,2,3,7,À réactiver,Influenceur,1,360.4719999999999
C1231,57,2,325.8133,2,2,2,6,À réactiver,Google Ads,1,105.7493
C1232,28,1,978.196,3,1,3,7,Occasionnels,Influenceur,0,336.25800000000004
C1234,29,2,113.6952,3,2,1,6,Occasionnels,Email,1,25.2592
C1236,83,3,452.076,1,3,2,6,Occasionnels,Email,1,114.78400000000002
C1237,63,4,445.34680000000003,2,3,2,7,Occasionnels,Instagram Ads,1,84.35880000000002
C1238,23,2,493.6634,3,2,2,7,Occasionnels,Google Ads,1,124.55940000000001
C1240,19,3,943.893,3,3,3,9,Fidèles,Instagram Ads,1,284.35300000000007
C1241,7,3,448.55369999999994,4,3,2,9,Fidèles,Email,1,151.5857
C1242,163,1,105.21119999999999,1,1,1,3,À réactiver,Influenceur,0,9.005200000000006
C1243,58,3,295.8896,2,3,2,7,Occasionnels,Google Ads,1,72.32759999999999
C1244,86,1,41.2984,1,1,1,3,À réactiver,Instagram Ads,0,0.5604000000000031
C1245,6,1,139.4088,4,1,1,6,Occasionnels,Instagram Ads,0,33.73480000000001
C1246,44,2,167.1408,2,2,2,6,À réactiver,Email,1,47.90879999999999
C1248,49,3,748.8246000000001,2,3,3,8,Fidèles,Instagram Ads,1,208.64660000000006
C1250,39,2,162.31019999999998,2,2,2,6,À réactiver,Influenceur,1,20.808200000000003
C1252,87,1,203.26460000000003,1,1,2,4,À réactiver,Instagram Ads,0,32.166600000000024
C1253,158,1,457.7178,1,1,2,4,À réactiver,Instagram Ads,0,120.42979999999999
C1255,135,2,665.4528,1,2,3,6,À réactiver,Email,1,93.77679999999997
C1257,79,1,428.994,1,1,2,4,À réactiver,Google Ads,0,131.04800000000006
C1258,38,1,54.181799999999996,2,1,1,4,À réactiver,Influenceur,0,6.4558
C1259,107,1,1284.2676,1,1,3,5,À réactiver,Google Ads,0,492.48359999999997
C1260,161,1,94.9716,1,1,1,3,À réactiver,Google Ads,0,24.089599999999997
C1261,25,3,849.617,3,3,3,9,Fidèles,Instagram Ads,1,230.54899999999998
C1263,26,5,1414.1949,3,3,3,9,Fidèles,Email,1,428.51290000000006
C1265,41,1,321.222,2,1,2,5,À réactiver,Google Ads,0,103.482
C1266,175,2,133.68689999999998,1,2,1,4,À réactiver,Email,1,30.020899999999997
C1267,136,1,384.3944,1,1,2,4,À réactiver,Google Ads,0,122.85240000000005
C1268,53,1,51.8148,2,1,1,4,À réactiver,Influenceur,0,-1.827199999999996
C1270,116,4,678.8254,1,3,3,7,Occasionnels,Instagram Ads,1,136.4374
C1273,51,2,53.846999999999994,2,2,1,5,À réactiver,Google Ads,1,-5.435000000000002
C1274,35,2,459.56239999999997,2,2,2,6,À réactiver,Instagram Ads,1,69.3024
C1275,94,3,333.0684,1,3,2,6,Occasionnels,Instagram Ads,1,54.81040000000001
C1276,75,2,56.5542,2,2,1,5,À réactiver,Instagram Ads,1,-11.2058
C1277,57,1,312.62519999999995,2,1,2,5,À réactiver,Instagram Ads,0,93.65719999999997
C1278,58,1,25.298499999999997,2,1,1,4,À réactiver,Email,0,4.120499999999999
C1279,40,1,75.51599999999999,2,1,1,4,À réactiver,Email,0,16.62599999999999
C1280,161,2,354.8164999999999,1,2,2,5,À réactiver,Influenceur,1,106.87249999999997
C1281,30,2,126.1908,3,2,1,6,Occasionnels,Email,1,3.968799999999998
C1282,74,1,308.7873,2,1,2,5,À réactiver,Instagram Ads,0,60.555300000000024
C1283,135,1,150.0786,1,1,1,3,À réactiver,Instagram Ads,0,32.11260000000001
C1284,29,4,1469.4965,3,3,3,9,Fidèles,Instagram Ads,1,403.56449999999995
C1285,39,1,496.8,2,1,2,5,À réactiver,Email,0,160.26000000000002
C1287,151,1,962.9126999999999,1,1,3,5,À réactiver,Instagram Ads,0,323.04869999999994
C1288,173,1,1140.9564,1,1,3,5,À réactiver,Instagram Ads,0,382.7644000000001
C1289,97,1,997.0242000000001,1,1,3,5,À réactiver,Email,0,372.86820000000006
C1290,21,3,1922.3135,3,3,4,10,VIP,Instagram Ads,1,702.7975
C1291,9,3,350.7284,4,3,2,9,Fidèles,Influenceur,1,85.77440000000003
C1292,27,1,960.141,3,1,3,7,Occasionnels,Google Ads,0,316.62100000000004
C1295,23,2,487.9152,3,2,2,7,Occasionnels,Email,1,158.95919999999998
C1296,28,4,334.3746,3,3,2,8,Fidèles,Google Ads,1,49.76060000000001
C1298,8,2,296.4121,4,2,2,8,Fidèles,Instagram Ads,1,78.14410000000001
C1300,126,1,39.815999999999995,1,1,1,3,À réactiver,Google Ads,0,-3.1640000000000015
C1301,128,1,109.05680000000001,1,1,1,3,À réactiver,Email,0,32.34280000000001
C1302,112,2,2065.9269999999997,1,2,4,7,À réactiver,Google Ads,1,719.0409999999999
C1303,13,3,1557.1016,3,3,3,9,Fidèles,Instagram Ads,1,535.0596
C1305,20,2,342.0418,3,2,2,7,Occasionnels,Google Ads,1,97.19980000000001
C1306,114,1,49.0116,1,1,1,3,À réactiver,Google Ads,0,2.3376000000000055
C1307,134,1,37.5492,1,1,1,3,À réactiver,Influenceur,0,0.9251999999999985
C1308,37,5,271.5129,2,3,2,7,Occasionnels,Influenceur,1,8.124900000000011
C1310,31,3,122.13419999999999,3,3,1,7,Occasionnels,Google Ads,1,4.122199999999995
C1311,18,4,1158.3121999999998,3,3,3,9,Fidèles,Google Ads,1,354.0422
C1312,48,1,179.37079999999997,2,1,2,5,À réactiver,Email,0,59.378799999999984
C1313,8,3,129.2091,4,3,1,8,Fidèles,Instagram Ads,1,-21.780899999999992
C1316,5,2,161.02579999999998,4,2,2,8,Fidèles,Google Ads,1,41.06779999999998
C1318,118,1,60.507000000000005,1,1,1,3,À réactiver,Google Ads,0,8.489000000000004
C1319,155,1,1054.0213999999999,1,1,3,5,À réactiver,Email,0,392.5494
C1320,12,3,234.8473,4,3,2,9,Fidèles,Google Ads,1,13.243300000000005
C1321,99,2,96.8962,1,2,1,4,À réactiver,Instagram Ads,1,2.7162000000000006
C1323,58,4,1849.4524999999999,2,3,3,8,Fidèles,Google Ads,1,522.2905000000001
C1324,171,1,32.411199999999994,1,1,1,3,À réactiver,Google Ads,0,-3.436800000000005
C1325,176,2,143.2944,1,2,1,4,À réactiver,Email,1,33.9744
C1326,16,2,57.9456,3,2,1,6,Occasionnels,Instagram Ads,1,-1.942400000000001
C1327,8,1,30.142999999999997,4,1,1,6,Occasionnels,Google Ads,0,-5.2669999999999995
C1329,164,1,832.8320000000001,1,1,3,5,À réactiver,Email,0,273.5020000000001
C1330,110,3,158.52759999999998,1,3,2,6,Occasionnels,Email,1,8.011600000000003
C1331,115,1,15.855599999999999,1,1,1,3,À réactiver,Google Ads,0,-13.096399999999997
C1332,14,4,1894.2051,3,3,3,9,Fidèles,Instagram Ads,1,449.0991
C1334,48,3,429.4636,2,3,2,7,Occasionnels,Instagram Ads,1,84.37159999999999
C1335,15,4,546.9898999999999,3,3,2,8,Fidèles,Instagram Ads,1,124.61189999999999
C1336,26,3,655.8243,3,3,3,9,Fidèles,Instagram Ads,1,132.73830000000007
C1337,46,1,836.9196,2,1,3,6,À réactiver,Google Ads,0,291.4556
C1338,76,1,368.49539999999996,2,1,2,5,À réactiver,Google Ads,0,107.86140000000002
C1339,31,2,182.8939,3,2,2,7,Occasionnels,Google Ads,1,21.70190000000002
C1340,149,1,66.48299999999999,1,1,1,3,À réactiver,Instagram Ads,0,-2.167000000000005
C1341,145,2,226.6914,1,2,2,5,À réactiver,Google Ads,1,4.3513999999999875
C1342,105,2,270.2859,1,2,2,5,À réactiver,Instagram Ads,1,37.905900000000024
C1343,131,1,116.698,1,1,1,3,À réactiver,Instagram Ads,0,20.347999999999992
C1345,46,1,218.74050000000003,2,1,2,5,À réactiver,Email,0,80.19050000000003
C1346,27,1,868.4352000000001,3,1,3,7,Occasionnels,Email,0,319.54320000000007
C1347,7,3,823.7160000000001,4,3,3,10,VIP,Influenceur,1,231.43400000000008
C1348,38,3,252.6415,2,3,2,7,Occasionnels,Influenceur,1,35.695499999999996
C1349,69,2,78.4145,2,2,1,5,À réactiver,Instagram Ads,1,-5.005499999999996
C1350,27,7,1378.6494,3,4,3,10,VIP,Influenceur,1,295.7394
C1352,49,3,1546.2062999999998,2,3,3,8,Fidèles,Influenceur,1,502.6383000000001
C1353,22,2,1159.1853,3,2,3,8,Fidèles,Google Ads,1,369.67530000000005
C1354,58,1,117.31259999999999,2,1,1,4,À réactiver,Influenceur,0,17.726599999999998
C1356,114,1,132.6087,1,1,1,3,À réactiver,Instagram Ads,0,33.524699999999996
C1357,85,2,135.7944,1,2,1,4,À réactiver,Influenceur,1,13.180399999999988
C1359,121,1,151.6482,1,1,1,3,À réactiver,Instagram Ads,0,13.390200000000004
C1360,17,2,200.23839999999998,3,2,2,7,Occasionnels,Instagram Ads,1,44.99239999999998
C1361,9,1,6.3732,4,1,1,6,Occasionnels,Email,0,-4.8648
C1365,27,3,291.85920000000004,3,3,2,8,Fidèles,Instagram Ads,1,34.363200000000035
C1366,4,1,110.397,4,1,1,6,Occasionnels,Email,0,38.697
C1367,6,1,308.1672,4,1,2,7,Occasionnels,Instagram Ads,0,88.79319999999997
C1368,122,1,1233.8064,1,1,3,5,À réactiver,Influenceur,0,428.86039999999997
C1370,57,3,305.8007,2,3,2,7,Occasionnels,Influenceur,1,56.0007
C1371,8,1,122.886,4,1,1,6,Occasionnels,Instagram Ads,0,22.912000000000006
C1372,60,2,253.7828,2,2,2,6,À réactiver,Instagram Ads,1,38.6888
C1373,7,2,106.03139999999999,4,2,1,7,Occasionnels,Instagram Ads,1,-19.112599999999997
C1374,176,1,123.07149999999999,1,1,1,3,À réactiver,Instagram Ads,0,17.03749999999999
C1375,80,2,75.51320000000001,1,2,1,4,À réactiver,Google Ads,1,-15.384799999999993
C1376,64,3,319.618,2,3,2,7,Occasionnels,Influenceur,1,79.14
C1378,48,1,23.9888,2,1,1,4,À réactiver,Instagram Ads,0,-11.897200000000002
C1379,83,2,1374.9060000000002,1,2,3,6,À réactiver,Instagram Ads,1,463.30600000000004
C1380,3,1,26.3718,4,1,1,6,Occasionnels,Instagram Ads,0,-8.896199999999997
C1381,70,2,145.65019999999998,2,2,1,5,À réactiver,Influenceur,1,14.216199999999997
C1382,65,3,167.05509999999998,2,3,2,7,Occasionnels,Influenceur,1,3.2830999999999975
C1383,8,2,81.0504,4,2,1,7,Occasionnels,Influenceur,1,2.906399999999996
C1385,92,1,31.0452,1,1,1,3,À réactiver,Instagram Ads,0,-12.450799999999997
C1386,53,2,90.86190000000002,2,2,1,5,À réactiver,Instagram Ads,1,-4.794099999999986
C1387,45,3,667.3896,2,3,3,8,Fidèles,Instagram Ads,1,184.71359999999999
C1388,82,3,2055.8941,1,3,4,8,Fidèles,Influenceur,1,530.7561000000001
C1390,10,4,1293.2180999999998,4,3,3,10,VIP,Google Ads,1,397.12409999999994
C1391,53,3,292.2549,2,3,2,7,Occasionnels,Influenceur,1,9.99890000000001
C1392,62,2,460.04849999999993,2,2,2,6,À réactiver,Instagram Ads,1,148.63849999999996
C1393,131,2,465.9618,1,2,2,5,À réactiver,Influenceur,1,144.9078
C1394,6,4,123.21289999999999,4,3,1,8,Fidèles,Google Ads,1,-2.0891000000000055
C1396,21,2,1700.2914,3,2,3,8,Fidèles,Email,1,573.1034000000002
C1397,85,2,1904.8152,1,2,3,6,À réactiver,Instagram Ads,1,469.6752
C1398,100,5,2364.2424,1,3,4,8,Fidèles,Google Ads,1,785.5484000000001
C1399,26,2,156.21779999999998,3,2,1,6,Occasionnels,Instagram Ads,1,27.165799999999997
C1400,37,2,293.19949999999994,2,2,2,6,À réactiver,Google Ads,1,88.5195
C1401,39,3,427.66929999999996,2,3,2,7,Occasionnels,Google Ads,1,118.52329999999995
C1402,44,1,330.2523,2,1,2,5,À réactiver,Instagram Ads,0,106.50629999999998
C1403,140,2,132.6416,1,2,1,4,À réactiver,Influenceur,1,19.785600000000013
C1406,104,3,142.54919999999998,1,3,1,5,Occasionnels,Google Ads,1,-12.862800000000005
C1407,96,3,306.1497,1,3,2,6,Occasionnels,Instagram Ads,1,69.2237
C1408,88,2,1216.2378999999999,1,2,3,6,À réactiver,Instagram Ads,1,433.7179
C1409,143,1,58.074799999999996,1,1,1,3,À réactiver,Email,0,13.198799999999999
C1410,28,2,1014.5465999999999,3,2,3,8,Fidèles,Email,1,333.8546
C1411,77,4,485.64099999999996,2,3,2,7,Occasionnels,Google Ads,1,106.62499999999997
C1412,44,3,418.9671,2,3,2,7,Occasionnels,Google Ads,1,91.66910000000001
C1413,57,2,741.9803999999999,2,2,3,7,À réactiver,Google Ads,1,239.85439999999994
C1415,128,2,155.91979999999998,1,2,1,4,À réactiver,Instagram Ads,1,33.45779999999999
C1416,17,1,270.98879999999997,3,1,2,6,Occasionnels,Email,0,95.9708
C1417,9,1,276.045,4,1,2,7,Occasionnels,Instagram Ads,0,47.52500000000002
C1418,136,2,174.546,1,2,2,5,À réactiver,Google Ads,1,-0.5639999999999947
C1419,10,2,485.9426,4,2,2,8,Fidèles,Email,1,172.09060000000002
C1420,3,4,2044.101,4,3,4,11,VIP,Google Ads,1,625.5590000000002
C1421,78,1,7.904999999999999,2,1,1,4,À réactiver,Google Ads,0,-8.165
C1422,53,3,1164.5628,2,3,3,8,Fidèles,Instagram Ads,1,371.50879999999995
C1423,102,2,160.7672,1,2,2,5,À réactiver,Google Ads,1,22.799199999999992
C1424,108,1,266.0892,1,1,2,4,À réactiver,Instagram Ads,0,37.061200000000014
C1425,35,3,559.4117,2,3,2,7,Occasionnels,Instagram Ads,1,156.8737
C1426,13,4,258.0529,3,3,2,8,Fidèles,Google Ads,1,21.290900000000008
C1427,7,1,100.62719999999999,4,1,1,6,Occasionnels,Google Ads,0,23.945199999999993
C1428,35,5,1592.3001000000002,2,3,3,8,Fidèles,Influenceur,1,418.6161000000001
C1430,53,2,477.55,2,2,2,6,À réactiver,Email,1,135.68800000000005
C1431,21,1,95.2317,3,1,1,5,Occasionnels,Instagram Ads,0,9.859700000000016
C1432,48,1,142.5708,2,1,1,4,À réactiver,Instagram Ads,0,26.282799999999988
C1433,9,2,376.861,4,2,2,8,Fidèles,Google Ads,1,115.805
C1435,30,3,430.565,3,3,2,8,Fidèles,Google Ads,1,44.18299999999999
C1436,40,3,423.49850000000004,2,3,2,7,Occasionnels,Instagram Ads,1,109.14650000000002
C1437,59,2,50.6305,2,2,1,5,À réactiver,Email,1,1.1585
C1440,42,3,419.2319,2,3,2,7,Occasionnels,Influenceur,1,113.4459
C1441,48,3,440.5168,2,3,2,7,Occasionnels,Influenceur,1,93.5988
C1442,51,2,1309.4562,2,2,3,7,À réactiver,Email,1,448.5302000000001
C1444,6,1,38.976,4,1,1,6,Occasionnels,Email,0,8.026
C1445,137,1,74.6784,1,1,1,3,À réactiver,Google Ads,0,19.074400000000004
C1446,29,7,2847.9114000000004,3,4,4,11,VIP,Instagram Ads,1,941.4154000000001
C1447,4,2,48.439800000000005,4,2,1,7,Occasionnels,Instagram Ads,1,-20.442199999999996
C1448,21,2,450.9323999999999,3,2,2,7,Occasionnels,Google Ads,1,110.00439999999998
C1450,37,2,358.20939999999996,2,2,2,6,À réactiver,Instagram Ads,1,80.6234
C1451,108,3,719.8584,1,3,3,7,Occasionnels,Influenceur,1,79.68440000000001
C1452,53,2,264.96700000000004,2,2,2,6,À réactiver,Instagram Ads,1,31.789000000000016
C1453,43,2,428.93420000000003,2,2,2,6,À réactiver,Influenceur,1,114.18620000000001
C1454,41,1,1128.218,2,1,3,6,À réactiver,Instagram Ads,0,367.7480000000001
C1455,22,2,679.6818,3,2,3,8,Fidèles,Email,1,207.17579999999995
C1456,40,2,95.4222,2,2,1,5,À réactiver,Influenceur,1,12.332199999999995
C1457,53,2,499.0375,2,2,2,6,À réactiver,Influenceur,1,147.5095
C1458,89,1,623.1824,1,1,3,5,À réactiver,Email,0,218.6664
C1459,26,1,86.9116,3,1,1,5,Occasionnels,Instagram Ads,0,5.615600000000011
C1462,74,1,49.2128,2,1,1,4,À réactiver,Google Ads,0,1.3148000000000017
C1463,6,2,1030.6584,4,2,3,9,Fidèles,Email,1,335.05039999999997
C1465,52,2,43.095,2,2,1,5,À réactiver,Instagram Ads,1,-29.461000000000002
C1466,173,1,277.459,1,1,2,4,À réactiver,Email,0,86.97900000000003
C1467,145,1,32.043499999999995,1,1,1,3,À réactiver,Google Ads,0,2.7254999999999985
C1468,59,1,219.44760000000002,2,1,2,5,À réactiver,Instagram Ads,0,60.6196
C1469,9,1,31.0816,4,1,1,6,Occasionnels,Instagram Ads,0,-5.810399999999998
C1470,23,1,24.088399999999996,3,1,1,5,Occasionnels,Google Ads,0,-3.7596000000000025
C1471,13,1,30.4304,3,1,1,5,Occasionnels,Instagram Ads,0,-4.323599999999999
C1472,10,2,611.8808000000001,4,2,3,9,Fidèles,Instagram Ads,1,128.7768000000001
C1474,100,2,777.5889,1,2,3,6,À réactiver,Influenceur,1,253.3769
C1476,64,2,1217.6763,2,2,3,7,À réactiver,Google Ads,1,422.7783
